period,kind,part,code,measure,independent,primary,difference,status
2024-01,monthly,Part_2,C_301,within18_share,0.5922341715183583,0.592234171518,3.5837999234900053e-13,VERIFIED
2024-01,monthly,Part_2,C_301,middle_share,0.3699356402932346,0.369935640293,2.345901251032956e-13,VERIFIED
2024-01,monthly,Part_2,C_301,over52_share,0.0378301881884069,0.0378301881884,6.904199434387692e-15,VERIFIED
2024-01,monthly,Part_2,C_301,closed_share,0.9999947971134384,0.999994797113,4.384270724244743e-13,VERIFIED
2024-01,monthly,Part_2,C_301,gap_weeks,26.200819606267583,26.2008196063,-3.241851231905457e-11,VERIFIED
2024-01,monthly,Part_2,C_320,total,398450.0,398450.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_320,within18_count,238590.0,238590.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_320,middle_count,149861.0,149861.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_320,over52_count,9999.0,9999.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_320,open_count,3.0,3.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_320,within18_share,0.5987953319111557,0.598795331911,1.5576429035490946e-13,VERIFIED
2024-01,monthly,Part_2,C_320,middle_share,0.376109925963107,0.376109925963,1.0696998842263383e-13,VERIFIED
2024-01,monthly,Part_2,C_320,over52_share,0.0250947421257372,0.0250947421257,3.7202879665798605e-14,VERIFIED
2024-01,monthly,Part_2,C_320,closed_share,0.9999924708244448,0.999992470824,4.447553436648377e-13,VERIFIED
2024-01,monthly,Part_2,C_320,gap_weeks,23.12852552659764,23.1285255266,-2.3590018827235326e-12,VERIFIED
2024-01,monthly,Part_2,C_400,total,234198.0,234198.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_400,within18_count,125348.0,125348.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_400,middle_count,101133.0,101133.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_400,over52_count,7717.0,7717.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_400,open_count,0.0,0.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_400,within18_share,0.5352223332393957,0.535222333239,3.956834859764058e-13,VERIFIED
2024-01,monthly,Part_2,C_400,middle_share,0.4318269156867266,0.431826915687,-2.733924198139448e-13,VERIFIED
2024-01,monthly,Part_2,C_400,over52_share,0.0329507510738776,0.0329507510739,-2.2398749521812533e-14,VERIFIED
2024-01,monthly,Part_2,C_400,closed_share,1.0,1.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_400,gap_weeks,26.03178142076503,26.0317814208,-3.497291345411213e-11,VERIFIED
2024-01,monthly,Part_2,C_999,total,7575914.0,7575914.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_999,within18_count,4321271.0,4321271.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_999,middle_count,2933249.0,2933249.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_999,over52_count,321394.0,321394.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_999,open_count,376.0,376.0,0.0,VERIFIED
2024-01,monthly,Part_2,C_999,within18_share,0.5703959944635063,0.570395994464,-4.937161790508071e-13,VERIFIED
2024-01,monthly,Part_2,C_999,middle_share,0.3871808734893242,0.387180873489,3.241851231905457e-13,VERIFIED
2024-01,monthly,Part_2,C_999,over52_share,0.0424231320471694,0.0424231320472,-3.060052211623088e-14,VERIFIED
2024-01,monthly,Part_2,C_999,closed_share,0.9999503690247804,0.999950369025,-2.1960211427085596e-13,VERIFIED
2024-01,monthly,Part_2,C_999,gap_weeks,27.268384591488037,27.2683845915,-1.1961986956521287e-11,VERIFIED
2024-02,monthly,Part_2,C_100,total,421906.0,421906.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_100,within18_count,233699.0,233699.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_100,middle_count,166491.0,166491.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_100,over52_count,21716.0,21716.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_100,open_count,19.0,19.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_100,within18_share,0.5539124828753325,0.553912482875,3.325117958752344e-13,VERIFIED
2024-02,monthly,Part_2,C_100,middle_share,0.3946163363403222,0.39461633634,3.222422328974517e-13,VERIFIED
2024-02,monthly,Part_2,C_100,over52_share,0.0514711807843453,0.0514711807843,4.5304038298610294e-14,VERIFIED
2024-02,monthly,Part_2,C_100,closed_share,0.999954966272108,0.999954966272,1.0802470029602773e-13,VERIFIED
2024-02,monthly,Part_2,C_100,gap_weeks,29.008552727272736,29.0085527273,-2.7263524771115044e-11,VERIFIED
2024-02,monthly,Part_2,C_110,total,842354.0,842354.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_110,within18_count,457149.0,457149.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_110,middle_count,340503.0,340503.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_110,over52_count,44702.0,44702.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_110,open_count,36.0,36.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_110,within18_share,0.5427041362657505,0.542704136266,-2.4946711363327267e-13,VERIFIED
2024-02,monthly,Part_2,C_110,middle_share,0.4042279136799968,0.40422791368,-3.219646771412954e-15,VERIFIED
2024-02,monthly,Part_2,C_110,over52_share,0.0530679500542527,0.0530679500543,-4.729550084903167e-14,VERIFIED
2024-02,monthly,Part_2,C_110,closed_share,0.9999572626235526,0.999957262624,-4.474198789239381e-13,VERIFIED
2024-02,monthly,Part_2,C_110,gap_weeks,29.18559424678275,29.1855942468,-1.7251977624255233e-11,VERIFIED
2024-02,monthly,Part_2,C_120,total,627870.0,627870.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_120,within18_count,308825.0,308825.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_120,middle_count,279855.0,279855.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_120,over52_count,39190.0,39190.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_120,open_count,19.0,19.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_120,within18_share,0.4918613725771258,0.491861372577,1.2578826869003024e-13,VERIFIED
2024-02,monthly,Part_2,C_120,middle_share,0.4457212480290506,0.445721248029,5.062616992290714e-14,VERIFIED
2024-02,monthly,Part_2,C_120,over52_share,0.0624173793938235,0.0624173793938,2.3495094758629875e-14,VERIFIED
2024-02,monthly,Part_2,C_120,closed_share,0.9999697389587016,0.999969738959,-2.984279490192421e-13,VERIFIED
2024-02,monthly,Part_2,C_120,gap_weeks,31.60646178092987,31.6064617809,2.987121661135461e-11,VERIFIED
2024-02,monthly,Part_2,C_130,total,607752.0,607752.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_130,within18_count,389735.0,389735.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_130,middle_count,203481.0,203481.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_130,over52_count,14536.0,14536.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_130,open_count,3.0,3.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_130,within18_share,0.641273085074175,0.641273085074,1.7497114868092467e-13,VERIFIED
2024-02,monthly,Part_2,C_130,middle_share,0.3348092643051771,0.334809264305,1.7708057242771247e-13,VERIFIED
2024-02,monthly,Part_2,C_130,over52_share,0.0239176506206478,0.0239176506206,4.779857065706494e-14,VERIFIED
2024-02,monthly,Part_2,C_130,closed_share,0.999995063776014,0.999995063776,1.3988810110276972e-14,VERIFIED
2024-02,monthly,Part_2,C_130,gap_weeks,22.279317678334067,22.2793176783,3.4066971466018003e-11,VERIFIED
2024-02,monthly,Part_2,C_301,total,390450.0,390450.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_301,within18_count,233718.0,233718.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_301,middle_count,142865.0,142865.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_301,over52_count,13867.0,13867.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_301,open_count,3.0,3.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_301,within18_share,0.598586246638494,0.598586246638,4.940492459581947e-13,VERIFIED
2024-02,monthly,Part_2,C_301,middle_share,0.3658983224484569,0.365898322448,4.568567746332519e-13,VERIFIED
2024-02,monthly,Part_2,C_301,over52_share,0.035515430913049,0.035515430913,4.899552985548894e-14,VERIFIED
2024-02,monthly,Part_2,C_301,closed_share,0.999992316557818,0.999992316558,-1.8207657603852567e-13,VERIFIED
2024-02,monthly,Part_2,C_301,gap_weeks,25.32102022867194,25.3210202287,-2.8059332635166356e-11,VERIFIED
2024-02,monthly,Part_2,C_320,total,399094.0,399094.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_320,within18_count,239037.0,239037.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_320,middle_count,150172.0,150172.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_320,over52_count,9885.0,9885.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_320,open_count,1.0,1.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_320,within18_share,0.5989491197562479,0.598949119756,2.4791280139879746e-13,VERIFIED
2024-02,monthly,Part_2,C_320,middle_share,0.3762822793627566,0.376282279363,-2.4341639814906557e-13,VERIFIED
2024-02,monthly,Part_2,C_320,over52_share,0.0247686008809954,0.024768600881,-4.6004866582904924e-15,VERIFIED
2024-02,monthly,Part_2,C_320,closed_share,0.9999974943246454,0.999997494325,-3.54605234065275e-13,VERIFIED
2024-02,monthly,Part_2,C_320,gap_weeks,23.067294589178367,23.0672945892,-2.163247359021625e-11,VERIFIED
2024-02,monthly,Part_2,C_400,total,233760.0,233760.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_400,within18_count,125156.0,125156.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_400,middle_count,101105.0,101105.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_400,over52_count,7499.0,7499.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_400,open_count,1.0,1.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_400,within18_share,0.535403832991102,0.535403832991,1.0191847366058937e-13,VERIFIED
2024-02,monthly,Part_2,C_400,middle_share,0.4325162559890486,0.432516255989,4.85722573273506e-14,VERIFIED
2024-02,monthly,Part_2,C_400,over52_share,0.0320799110198494,0.0320799110198,4.9404924595819466e-14,VERIFIED
2024-02,monthly,Part_2,C_400,closed_share,0.9999957221081452,0.999995722108,1.4521717162097048e-13,VERIFIED
2024-02,monthly,Part_2,C_400,gap_weeks,25.61139772045592,25.6113977205,-4.4082071326556616e-11,VERIFIED
2024-02,monthly,Part_2,C_999,total,7536907.0,7536907.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_999,within18_count,4338109.0,4338109.0,0.0,VERIFIED
2024-02,monthly,Part_2,C_999,middle_count,2893879.0,2893879.0,0.0,VERIFIED
