previous_period,period,provider,provider_name,before,after,difference,same_provider
2024-01,2024-02,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,20972,21020,48,True
2024-01,2024-02,RBK,WALSALL HEALTHCARE NHS TRUST,31305,31036,-269,True
2024-01,2024-02,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,40930,41440,510,True
2024-01,2024-02,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,79394,80055,661,True
2024-01,2024-02,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,5176,5320,144,True
2024-01,2024-02,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,25597,22905,-2692,True
2024-01,2024-02,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,40206,40228,22,True
2024-01,2024-02,RBV,THE CHRISTIE NHS FOUNDATION TRUST,3429,4005,576,True
2024-01,2024-02,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,95679,97012,1333,True
2024-01,2024-02,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,47245,47064,-181,True
2024-01,2024-02,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,22292,22079,-213,True
2024-01,2024-02,RCF,AIREDALE NHS FOUNDATION TRUST,15135,15264,129,True
2024-01,2024-02,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,16855,13213,-3642,True
2024-01,2024-02,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",25272,25531,259,True
2024-01,2024-02,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,34794,35291,497,True
2024-01,2024-02,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,35045,34623,-422,True
2024-01,2024-02,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,87453,87906,453,True
2024-01,2024-02,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,6509,5217,-1292,True
2024-01,2024-02,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,80905,80082,-823,True
2024-01,2024-02,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,43400,43095,-305,True
2024-01,2024-02,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,76948,77095,147,True
2024-01,2024-02,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,890,867,-23,True
2024-01,2024-02,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,18724,19125,401,True
2024-01,2024-02,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,15540,15635,95,True
2024-01,2024-02,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",61934,64164,2230,True
2024-01,2024-02,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,22174,22231,57,True
2024-01,2024-02,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,29952,30400,448,True
2024-01,2024-02,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,28228,28313,85,True
2024-01,2024-02,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,6643,6750,107,True
2024-01,2024-02,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,81593,81773,180,True
2024-01,2024-02,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,33555,32306,-1249,True
2024-01,2024-02,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,35340,35441,101,True
2024-01,2024-02,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,61531,62392,861,True
2024-01,2024-02,RH5,SOMERSET NHS FOUNDATION TRUST,53753,53773,20,True
2024-01,2024-02,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,74491,73737,-754,True
2024-01,2024-02,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,57711,58098,387,True
2024-01,2024-02,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,91663,91633,-30,True
2024-01,2024-02,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,59227,60009,782,True
2024-01,2024-02,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,32026,33558,1532,True
2024-01,2024-02,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,142518,142462,-56,True
2024-01,2024-02,RJ2,LEWISHAM AND GREENWICH NHS TRUST,67675,67139,-536,True
2024-01,2024-02,RJ6,CROYDON HEALTH SERVICES NHS TRUST,35377,34281,-1096,True
2024-01,2024-02,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,61889,62122,233,True
2024-01,2024-02,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,685,752,67,True
2024-01,2024-02,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,33870,33981,111,True
2024-01,2024-02,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,81964,81079,-885,True
2024-01,2024-02,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,41395,41462,67,True
2024-01,2024-02,RJN,EAST CHESHIRE NHS TRUST,12882,13083,201,True
2024-01,2024-02,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,31101,30464,-637,True
2024-01,2024-02,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,106002,104276,-1726,True
2024-01,2024-02,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,52371,50530,-1841,True
2024-01,2024-02,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,46816,47137,321,True
2024-01,2024-02,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,67331,67342,11,True
2024-01,2024-02,RKE,WHITTINGTON HEALTH NHS TRUST,20636,20656,20,True
2024-01,2024-02,RKL,WEST LONDON NHS TRUST,1751,1944,193,True
2024-01,2024-02,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,14729,14928,199,True
2024-01,2024-02,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,88806,88284,-522,True
2024-01,2024-02,RLQ,WYE VALLEY NHS TRUST,22698,23063,365,True
2024-01,2024-02,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,17540,16896,-644,True
2024-01,2024-02,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,85884,85694,-190,True
2024-01,2024-02,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,154394,147987,-6407,True
2024-01,2024-02,RMC,BOLTON NHS FOUNDATION TRUST,43947,44219,272,True
2024-01,2024-02,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,20214,20090,-124,True
2024-01,2024-02,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,38087,38372,285,True
2024-01,2024-02,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,52966,52561,-405,True
2024-01,2024-02,RN7,DARTFORD AND GRAVESHAM NHS TRUST,26375,27028,653,True
2024-01,2024-02,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,48305,48036,-269,True
2024-01,2024-02,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,38772,39063,291,True
2024-01,2024-02,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,28597,28292,-305,True
2024-01,2024-02,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,40082,40407,325,True
2024-01,2024-02,RNZ,SALISBURY NHS FOUNDATION TRUST,29660,28692,-968,True
2024-01,2024-02,RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,723,0,-723,False
2024-01,2024-02,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,7961,7880,-81,True
2024-01,2024-02,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,53680,53812,132,True
2024-01,2024-02,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34639,35233,594,True
2024-01,2024-02,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,166,142,-24,True
2024-01,2024-02,RPA,MEDWAY NHS FOUNDATION TRUST,43133,43155,22,True
2024-01,2024-02,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,17759,17809,50,True
2024-01,2024-02,RPG,OXLEAS NHS FOUNDATION TRUST,1975,2109,134,True
2024-01,2024-02,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,1873,1866,-7,True
2024-01,2024-02,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,25517,26102,585,True
2024-01,2024-02,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,61136,61349,213,True
2024-01,2024-02,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,25767,25715,-52,True
2024-01,2024-02,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,31057,31136,79,True
2024-01,2024-02,RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,7469,7668,199,True
2024-01,2024-02,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,12360,12083,-277,True
2024-01,2024-02,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,91760,91602,-158,True
2024-01,2024-02,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,7113,7681,568,True
2024-01,2024-02,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",54481,53077,-1404,True
2024-01,2024-02,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,15853,15860,7,True
2024-01,2024-02,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,126082,126521,439,True
2024-01,2024-02,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,71558,70731,-827,True
2024-01,2024-02,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,323,346,23,True
2024-01,2024-02,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,100585,99026,-1559,True
2024-01,2024-02,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,73636,76112,2476,True
2024-01,2024-02,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,33571,34084,513,True
2024-01,2024-02,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,106928,106604,-324,True
2024-01,2024-02,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,80136,81302,1166,True
2024-01,2024-02,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,57408,56724,-684,True
2024-01,2024-02,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,49143,49209,66,True
2024-01,2024-02,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,52641,54002,1361,True
2024-01,2024-02,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,32258,31963,-295,True
2024-01,2024-02,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,1137,1138,1,True
2024-01,2024-02,RVJ,NORTH BRISTOL NHS TRUST,46710,46394,-316,True
2024-01,2024-02,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,48279,48926,647,True
2024-01,2024-02,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,90025,87165,-2860,True
2024-01,2024-02,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,21954,21566,-388,True
2024-01,2024-02,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,3695,3472,-223,True
2024-01,2024-02,RW4,MERSEY CARE NHS FOUNDATION TRUST,28,44,16,True
2024-01,2024-02,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,1461,1288,-173,True
2024-01,2024-02,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,71882,72724,842,True
2024-01,2024-02,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,71799,69810,-1989,True
2024-01,2024-02,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,108629,109272,643,True
2024-01,2024-02,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,42699,42658,-41,True
2024-01,2024-02,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,58212,58686,474,True
2024-01,2024-02,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,59757,55075,-4682,True
2024-01,2024-02,RWJ,STOCKPORT NHS FOUNDATION TRUST,41517,40399,-1118,True
2024-01,2024-02,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,59744,61327,1583,True
2024-01,2024-02,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,33241,36663,3422,True
2024-01,2024-02,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,294,307,13,True
2024-01,2024-02,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,34918,35140,222,True
2024-01,2024-02,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,84280,82767,-1513,True
2024-01,2024-02,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",147,203,56,True
2024-01,2024-02,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,54377,52775,-1602,True
2024-01,2024-02,RXF,MID YORKSHIRE TEACHING NHS TRUST,56478,53778,-2700,True
2024-01,2024-02,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,2285,2215,-70,True
2024-01,2024-02,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,76273,77543,1270,True
2024-01,2024-02,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,35594,34866,-728,True
2024-01,2024-02,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,2443,262,-2181,True
2024-01,2024-02,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,58656,58177,-479,True
2024-01,2024-02,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,43790,42998,-792,True
2024-01,2024-02,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,47989,49331,1342,True
2024-01,2024-02,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,71064,73127,2063,True
2024-01,2024-02,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,34550,35220,670,True
2024-01,2024-02,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,3439,3603,164,True
2024-01,2024-02,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,1720,1828,108,True
2024-01,2024-02,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,4845,0,-4845,False
2024-01,2024-02,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,2761,86,-2675,True
2024-01,2024-02,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,53,0,-53,False
2024-01,2024-02,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,434,0,-434,False
2024-01,2024-02,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,350,0,-350,False
2024-01,2024-02,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,101627,100191,-1436,True
2024-01,2024-02,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,142469,141647,-822,True
2024-01,2024-02,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,2977,0,-2977,False
2024-01,2024-02,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,16559,16568,9,True
2024-01,2024-02,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,2076,1946,-130,True
2024-01,2024-02,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,3626,3794,168,True
2024-01,2024-02,S1Z4X,NEWMEDICA - BIRMINGHAM,229,245,16,True
2024-01,2024-02,T8R5I,SPAMEDICA WOKINGHAM,195,188,-7,True
2024-01,2024-02,T8V3L,SPAMEDICA DONCASTER,183,118,-65,True
2024-01,2024-02,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,435,426,-9,True
2024-01,2024-02,V4U1Y,SPAMEDICA CHESTER,124,85,-39,True
2024-01,2024-02,V5F1D,SPAMEDICA TELFORD,50,80,30,True
2024-01,2024-02,Y8L9S,SPAMEDICA BROMLEY,330,261,-69,True
2024-01,2024-02,Z5J5V,SPAMEDICA HAYDOCK,0,11,11,False
2024-01,2024-02,Z9Z1G,SPAMEDICA GATESHEAD,131,131,0,True
2024-02,2024-03,A0C5S,SPAMEDICA GLOUCESTER,81,71,-10,True
2024-02,2024-03,A4M8P,BUCKSHAW HOSPITAL,3785,3738,-47,True
2024-02,2024-03,A4Q9X,NEWMEDICA LEICESTER,184,209,25,True
2024-02,2024-03,AAH,TETBURY HOSPITAL TRUST LTD,343,290,-53,True
2024-02,2024-03,AAV,COMMUNITY HEALTH AND EYECARE LIMITED,2842,2898,56,True
2024-02,2024-03,ACG08,NEWMEDICA OPHTHALMOLOGY - NUNEATON - CAMP HILL - GP LED HEALTH CENTRE,9,12,3,True
2024-02,2024-03,ACG12,NEWMEDICA COMMUNITY OPHTHALMOLOGY - NORTH EAST LINCOLNSHIRE - GRIMSBY,314,264,-50,True
2024-02,2024-03,ACG13,NEWMEDICA - GLOUCESTER (ASPEN MEDICAL CENTRE),193,228,35,True
2024-02,2024-03,ACG19,NEWMEDICA COMMUNITY OPHTHALMOLOGY - LEEDS,546,507,-39,True
2024-02,2024-03,ACG20,NEWMEDICA - BRISTOL - LITFIELD HOUSE,294,221,-73,True
2024-02,2024-03,ACG22,NEWMEDICA - BRIGG - RIVERSIDE SURGERY,227,215,-12,True
2024-02,2024-03,ACG24,NEWMEDICA - TEESSIDE - NORTH ORMESBY,484,638,154,True
2024-02,2024-03,ACG26,NEWMEDICA - NORTH DERBYSHIRE - MIDLAND COURT,496,549,53,True
2024-02,2024-03,ACG30,NEWMEDICA - WORKSOP - DUKERIES,72,46,-26,True
2024-02,2024-03,ACG31,NEWMEDICA - WORCESTER,870,915,45,True
2024-02,2024-03,ACG36,NEWMEDICA - EXETER - GLEN HOUSE,241,287,46,True
2024-02,2024-03,ACG37,NEWMEDICA - IPSWICH,2067,1836,-231,True
2024-02,2024-03,ACG38,NEWMEDICA - LANGFORD,237,258,21,True
2024-02,2024-03,ACG39,NEWMEDICA - SWINDON,278,318,40,True
2024-02,2024-03,ACG40,NEWMEDICA - WAKEFIELD,671,661,-10,True
2024-02,2024-03,ACM,EYE CARE MEDICAL LTD,8,4,-4,True
2024-02,2024-03,ADN,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,1990,1997,7,True
2024-02,2024-03,ADP02,KIMS HOSPITAL (NEWNHAM COURT),1561,1450,-111,True
2024-02,2024-03,AHP,ST MICHAEL'S CLINIC LIMITED,1664,1559,-105,True
2024-02,2024-03,AJ8,THE GRANGE MEDICAL CENTRE HQ,191,233,42,True
2024-02,2024-03,AJX,SUSSEX MSK PARTNERSHIP 2,7485,7340,-145,True
2024-02,2024-03,AQK,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,93,84,-9,True
2024-02,2024-03,AXG,WILTSHIRE HEALTH & CARE,2220,0,-2220,False
2024-02,2024-03,AY1,MEDEFER,1637,1827,190,True
2024-02,2024-03,B1A5K,NEWMEDICA - NOTTINGHAM,507,573,66,True
2024-02,2024-03,B3M1X,CLAREMONT PRIVATE HOSPITAL,1812,1846,34,True
2024-02,2024-03,B4N1U,SPAMEDICA ROMFORD,330,302,-28,True
2024-02,2024-03,B5M7B,NEWMEDICA - NORWICH,528,642,114,True
2024-02,2024-03,B9J4U,SPAMEDICA PETERBOROUGH,107,116,9,True
2024-02,2024-03,B9M3W,SPAMEDICA SOUTHAMPTON,315,292,-23,True
2024-02,2024-03,C3Y0A,SPAMEDICA BLACKPOOL,45,31,-14,True
2024-02,2024-03,D3O0Z,PLYMOUTH NEWMEDICA LTD,177,222,45,True
2024-02,2024-03,D5P5H,SPAMEDICA BEXHILL,220,259,39,True
2024-02,2024-03,DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),1044,1004,-40,True
2024-02,2024-03,DFY01,COTSWOLDS SURGICAL PARTNERS,221,191,-30,True
2024-02,2024-03,DTT,PHOENIX PUBLIC HEALTH LTD,185,205,20,True
2024-02,2024-03,DX1,THE NEW FOSCOTE HOSPITAL LTD,249,221,-28,True
2024-02,2024-03,DXV,OMNES HEALTHCARE LTD,7990,7893,-97,True
2024-02,2024-03,E1U4T,SPAMEDICA CARLISLE,284,289,5,True
2024-02,2024-03,E3D4A,SPAMEDICA TRURO,233,126,-107,True
2024-02,2024-03,F9Z4V,CIRCLE READING HOSPITAL,1419,1451,32,True
2024-02,2024-03,G3O5P,SPAMEDICA NEWARK,195,198,3,True
2024-02,2024-03,G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,694,818,124,True
2024-02,2024-03,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),3785,3644,-141,True
2024-02,2024-03,G5X2Q,SPAMEDICA NORTH TYNESIDE,41,58,17,True
2024-02,2024-03,GEC01,RAPID INVESTIGATION SERVICE,108,117,9,True
2024-02,2024-03,H4I8B,NUFFIELD HEALTH THE HOLLY HOSPITAL,3541,3533,-8,True
2024-02,2024-03,H4J9P,NEWMEDICA AZTEC WEST,515,458,-57,True
2024-02,2024-03,I2C7H,SPAMEDICA BRADFORD,94,100,6,True
2024-02,2024-03,I9A4A,SPAMEDICA BRIGHTON,181,189,8,True
2024-02,2024-03,J2H6H,SPAMEDICA COLCHESTER,74,123,49,True
2024-02,2024-03,J3J8Z,NEWMEDICA - OXFORDSHIRE,437,474,37,True
2024-02,2024-03,J3X4C,SPAMEDICA WORCESTER,0,21,21,False
2024-02,2024-03,J7V1N,SPAMEDICA SOLIHULL,125,150,25,True
2024-02,2024-03,K8I4X,GLENDON WOOD HOSPITAL,1468,1664,196,True
2024-02,2024-03,L0D9W,NEWMEDICA - GLOUCESTER (BRIGHOUSE COURT),782,975,193,True
2024-02,2024-03,L4R3R,NEWMEDICA - HAMPSHIRE,254,318,64,True
2024-02,2024-03,L6O7H,SPAMEDICA POOLE,898,883,-15,True
2024-02,2024-03,L9D3Z,SPAMEDICA LEICESTER,116,81,-35,True
2024-02,2024-03,M0N7E,SPAMEDICA SITTINGBOURNE,107,102,-5,True
2024-02,2024-03,M3R0W,SPAMEDICA NORWICH,156,153,-3,True
2024-02,2024-03,M4C5R,NEWMEDICA - NORTHAMPTON,563,697,134,True
2024-02,2024-03,M5E1S,SPAMEDICA EXETER,248,267,19,True
2024-02,2024-03,M7C9Q,SPAMEDICA EPSOM,170,169,-1,True
2024-02,2024-03,N6Z0R,NEWMEDICA - LINCOLN,3,5,2,True
2024-02,2024-03,NAM01,PROBUS SURGICAL CENTRE,917,917,0,True
2024-02,2024-03,NCN,DMC COMMUNITY OUTPATIENT SERVICES,1896,1860,-36,True
2024-02,2024-03,NCR,ISIGHT,906,912,6,True
2024-02,2024-03,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,764,719,-45,True
2024-02,2024-03,NDL01,SUFFOLK GP FEDERATION,77,105,28,True
2024-02,2024-03,NEQ,PHOENIX HEALTH SOLUTIONS LIMITED HQ,1184,1555,371,True
2024-02,2024-03,NEY,PIONEER HEALTHCARE LIMITED,2109,2930,821,True
2024-02,2024-03,NFH,SOMERSET SURGICAL SERVICES HQ,893,912,19,True
2024-02,2024-03,NL3,CARE PLUS GROUP,167,184,17,True
2024-02,2024-03,NL8,LOCALA COMMUNITY PARTNERSHIPS CIC,2139,2145,6,True
2024-02,2024-03,NLE01,LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD HQ,578,571,-7,True
2024-02,2024-03,NLX,SIRONA CARE & HEALTH,4111,4198,87,True
2024-02,2024-03,NMG,CONNECT HEALTH LIMITED,18812,20271,1459,True
2024-02,2024-03,NN4,TYNESIDE SURGICAL SERVICES LTD,881,861,-20,True
2024-02,2024-03,NN5,MANCHESTER SURGICAL SERVICES LTD,1118,815,-303,True
2024-02,2024-03,NN8,SPENCER PRIVATE HOSPITALS LTD,3221,3156,-65,True
2024-02,2024-03,NNE,DORKING HEALTHCARE LIMITED (DHC),5218,5369,151,True
2024-02,2024-03,NPG01,SPAMEDICA MANCHESTER,130,107,-23,True
2024-02,2024-03,NPG02,SPAMEDICA WIRRAL,83,168,85,True
2024-02,2024-03,NPG06,SPAMEDICA LIVERPOOL,324,226,-98,True
2024-02,2024-03,NPG07,SPAMEDICA EYE HOSPITAL (WAKEFIELD),120,124,4,True
2024-02,2024-03,NPG08,SPAMEDICA BOLTON,404,305,-99,True
2024-02,2024-03,NPG10,SPAMEDICA SHEFFIELD,138,145,7,True
2024-02,2024-03,NPG11,SPAMEDICA BIRMINGHAM,156,235,79,True
2024-02,2024-03,NPG13,SPAMEDICA SKELMERSDALE,132,95,-37,True
2024-02,2024-03,NPG14,SPAMEDICA WIDNES,101,104,3,True
2024-02,2024-03,NPG15,SPAMEDICA NEWCASTLE-UNDER-LYME,109,173,64,True
2024-02,2024-03,NPG16,SPAMEDICA CHELMSFORD,1094,1030,-64,True
2024-02,2024-03,NPG17,SPAMEDICA PRESTON,167,145,-22,True
2024-02,2024-03,NPG18,SPAMEDICA HULL,110,129,19,True
2024-02,2024-03,NPG19,SPAMEDICA BEDFORD,198,174,-24,True
2024-02,2024-03,NPG20,SPAMEDICA WOLVERHAMPTON,276,258,-18,True
2024-02,2024-03,NPG21,SPAMEDICA COVENTRY,176,182,6,True
2024-02,2024-03,NPG22,SPAMEDICA STOCKTON-ON-TEES,110,133,23,True
2024-02,2024-03,NPG23,SPAMEDICA DERBY,114,144,30,True
2024-02,2024-03,NQH,NOVUS HEALTH LTD,1059,863,-196,True
2024-02,2024-03,NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,176,163,-13,True
2024-02,2024-03,NQT5K,ST MARTINS HOSPITAL,879,870,-9,True
2024-02,2024-03,NQTH0,HCRG CARE EAST RIDING LLP,2025,2350,325,True
2024-02,2024-03,NQX01,PROVIDE WELLBEING @ TOLLGATE CLINIC,91,76,-15,True
2024-02,2024-03,NR5,LIVEWELL SOUTHWEST,85,72,-13,True
2024-02,2024-03,NRP,BEACON MEDICAL SERVICES GROUP LIMITED,576,500,-76,True
2024-02,2024-03,NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",389,320,-69,True
2024-02,2024-03,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",818,836,18,True
2024-02,2024-03,NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",307,315,8,True
2024-02,2024-03,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",566,411,-155,True
