previous_period,period,provider,provider_name,before,after,difference,same_provider
2025-09,2025-10,NT320,SPIRE PARKWAY HOSPITAL,1554,1588,34,True
2025-09,2025-10,NT321,SPIRE LITTLE ASTON HOSPITAL,1313,1286,-27,True
2025-09,2025-10,NT322,SPIRE LEICESTER HOSPITAL,1079,1071,-8,True
2025-09,2025-10,NT324,SPIRE CHESHIRE HOSPITAL,1517,1653,136,True
2025-09,2025-10,NT325,SPIRE MURRAYFIELD HOSPITAL,728,787,59,True
2025-09,2025-10,NT327,SPIRE MANCHESTER HOSPITAL,1501,1522,21,True
2025-09,2025-10,NT332,SPIRE LEEDS HOSPITAL,1087,1093,6,True
2025-09,2025-10,NT333,SPIRE WASHINGTON HOSPITAL,1455,1417,-38,True
2025-09,2025-10,NT337,SPIRE LIVERPOOL HOSPITAL,3539,3671,132,True
2025-09,2025-10,NT339,SPIRE REGENCY HOSPITAL,2040,1913,-127,True
2025-09,2025-10,NT343,SPIRE THAMES VALLEY HOSPITAL,336,353,17,True
2025-09,2025-10,NT344,SPIRE DUNEDIN HOSPITAL,277,276,-1,True
2025-09,2025-10,NT345,SPIRE CLARE PARK HOSPITAL,359,382,23,True
2025-09,2025-10,NT347,SPIRE FYLDE COAST HOSPITAL,4594,4877,283,True
2025-09,2025-10,NT348,SPIRE ELLAND HOSPITAL,1637,1610,-27,True
2025-09,2025-10,NT350,SPIRE METHLEY PARK HOSPITAL,1146,1066,-80,True
2025-09,2025-10,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,2260,2541,281,True
2025-09,2025-10,NT364,SPIRE MONTEFIORE HOSPITAL,806,877,71,True
2025-09,2025-10,NT3X3,SPIRE ST ANTHONY'S HOSPITAL,882,1035,153,True
2025-09,2025-10,NT401,ALEXANDRA HOSPITAL,846,875,29,True
2025-09,2025-10,NT402,BATH CLINIC,824,811,-13,True
2025-09,2025-10,NT403,BEARDWOOD HOSPITAL,2404,2186,-218,True
2025-09,2025-10,NT404,BEAUMONT HOSPITAL,2899,2842,-57,True
2025-09,2025-10,NT405,BISHOPS WOOD HOSPITAL,566,569,3,True
2025-09,2025-10,NT406,BLACKHEATH HOSPITAL,1616,1609,-7,True
2025-09,2025-10,NT408,CHAUCER HOSPITAL,829,821,-8,True
2025-09,2025-10,NT409,CHELSFIELD PARK HOSPITAL,834,802,-32,True
2025-09,2025-10,NT410,CHILTERN HOSPITAL,429,457,28,True
2025-09,2025-10,NT411,CLEMENTINE CHURCHILL HOSPITAL,1855,1894,39,True
2025-09,2025-10,NT412,DROITWICH SPA HOSPITAL,1728,1806,78,True
2025-09,2025-10,NT416,HENDON HOSPITAL,1194,1198,4,True
2025-09,2025-10,NT417,GORING HALL HOSPITAL,1027,981,-46,True
2025-09,2025-10,NT418,HAMPSHIRE CLINIC,294,317,23,True
2025-09,2025-10,NT419,HARBOUR HOSPITAL,113,122,9,True
2025-09,2025-10,NT420,HIGHFIELD HOSPITAL,972,908,-64,True
2025-09,2025-10,NT421,KINGS OAK HOSPITAL,1023,1027,4,True
2025-09,2025-10,NT422,LONDON INDEPENDENT HOSPITAL,3570,3538,-32,True
2025-09,2025-10,NT423,MANOR HOSPITAL,838,760,-78,True
2025-09,2025-10,NT424,MERIDEN HOSPITAL,1914,1838,-76,True
2025-09,2025-10,NT427,PARK HOSPITAL,1739,1701,-38,True
2025-09,2025-10,NT428,PRINCESS MARGARET HOSPITAL,79,80,1,True
2025-09,2025-10,NT429,PRIORY HOSPITAL,484,438,-46,True
2025-09,2025-10,NT430,RIDGEWAY HOSPITAL,338,321,-17,True
2025-09,2025-10,NT431,RUNNYMEDE HOSPITAL,125,139,14,True
2025-09,2025-10,NT433,SARUM ROAD HOSPITAL,394,399,5,True
2025-09,2025-10,NT434,SAXON CLINIC,668,653,-15,True
2025-09,2025-10,NT435,SHELBURNE HOSPITAL,192,168,-24,True
2025-09,2025-10,NT436,SHIRLEY OAKS HOSPITAL,870,872,2,True
2025-09,2025-10,NT437,SLOANE HOSPITAL,872,821,-51,True
2025-09,2025-10,NT440,THORNBURY HOSPITAL,620,564,-56,True
2025-09,2025-10,NT441,THREE SHIRES HOSPITAL,3625,3662,37,True
2025-09,2025-10,NT443,WINTERBOURNE HOSPITAL,304,324,20,True
2025-09,2025-10,NT445,EDGBASTON HOSPITAL,1,1,0,True
2025-09,2025-10,NT446,ST EDMUNDS HOSPITAL,632,623,-9,True
2025-09,2025-10,NT447,DUCHY HOSPITAL,378,340,-38,True
2025-09,2025-10,NT448,HUDDERSFIELD PRIVATE HOSPITAL,717,729,12,True
2025-09,2025-10,NT449,LANCASTER PRIVATE HOSPITAL,354,343,-11,True
2025-09,2025-10,NT450,LINCOLN PRIVATE HOSPITAL,1269,1272,3,True
2025-09,2025-10,NT451,CAVELL HOSPITAL,1390,1316,-74,True
2025-09,2025-10,NT455,MOUNT ALVERNIA HOSPITAL,268,272,4,True
2025-09,2025-10,NT457,WOODLANDS HOSPITAL,2332,2315,-17,True
2025-09,2025-10,NT490,SOUTHEND PRIVATE HOSPITAL,1412,1287,-125,True
2025-09,2025-10,NTE02,ST HUGH'S HOSPITAL,2045,2009,-36,True
2025-09,2025-10,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,8494,8323,-171,True
2025-09,2025-10,NTP13,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,2013,2062,49,True
2025-09,2025-10,NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,6073,5810,-263,True
2025-09,2025-10,NTP16,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,1019,1019,0,True
2025-09,2025-10,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,2327,2350,23,True
2025-09,2025-10,NTPAE,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,389,1822,1433,True
2025-09,2025-10,NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,2723,2992,269,True
2025-09,2025-10,NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,4458,4220,-238,True
2025-09,2025-10,NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,2509,2510,1,True
2025-09,2025-10,NTPH5,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,2296,1900,-396,True
2025-09,2025-10,NTX,THE ONE HEALTH GROUP PLC,5420,5468,48,True
2025-09,2025-10,NV1,INHEALTH LIMITED,1403,846,-557,True
2025-09,2025-10,NVC01,ASHTEAD HOSPITAL,1027,1076,49,True
2025-09,2025-10,NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,1122,1110,-12,True
2025-09,2025-10,NVC04,DUCHY HOSPITAL,2005,1992,-13,True
2025-09,2025-10,NVC05,EUXTON HALL HOSPITAL,3071,2777,-294,True
2025-09,2025-10,NVC06,FITZWILLIAM HOSPITAL,5779,5911,132,True
2025-09,2025-10,NVC07,FULWOOD HALL HOSPITAL,5234,5172,-62,True
2025-09,2025-10,NVC08,MOUNT STUART HOSPITAL,1907,2018,111,True
2025-09,2025-10,NVC09,NEW HALL HOSPITAL,3298,3320,22,True
2025-09,2025-10,NVC0I,BEACON PARK HOSPITAL,993,1029,36,True
2025-09,2025-10,NVC0R,TEES VALLEY HOSPITAL,4326,4658,332,True
2025-09,2025-10,NVC0Y,EXETER MEDICAL,193,191,-2,True
2025-09,2025-10,NVC11,NORTH DOWNS HOSPITAL,1726,1580,-146,True
2025-09,2025-10,NVC12,OAKLANDS HOSPITAL,4215,4087,-128,True
2025-09,2025-10,NVC13,OAKS HOSPITAL,764,809,45,True
2025-09,2025-10,NVC14,PARK HILL HOSPITAL,778,715,-63,True
2025-09,2025-10,NVC15,PINEHILL HOSPITAL,1360,1465,105,True
2025-09,2025-10,NVC16,RENACRES HOSPITAL,4858,4971,113,True
2025-09,2025-10,NVC17,ROWLEY HALL HOSPITAL,2359,2400,41,True
2025-09,2025-10,NVC18,SPRINGFIELD HOSPITAL,4842,5009,167,True
2025-09,2025-10,NVC19,RIVERS HOSPITAL,4396,4256,-140,True
2025-09,2025-10,NVC1H,STOURSIDE HOSPITAL,3278,3407,129,True
2025-09,2025-10,NVC20,THE YORKSHIRE CLINIC,7311,7343,32,True
2025-09,2025-10,NVC21,WEST MIDLANDS HOSPITAL,639,504,-135,True
2025-09,2025-10,NVC22,WINFIELD HOSPITAL,1542,1459,-83,True
2025-09,2025-10,NVC23,WOODLAND HOSPITAL,4899,5041,142,True
2025-09,2025-10,NVC25,THE CHERWELL HOSPITAL,2164,2217,53,True
2025-09,2025-10,NVC27,BOSTON WEST HOSPITAL,1864,2145,281,True
2025-09,2025-10,NVC28,CLIFTON PARK HOSPITAL,1715,1751,36,True
2025-09,2025-10,NVC29,COBALT HOSPITAL,1619,1611,-8,True
2025-09,2025-10,NVC31,BLAKELANDS HOSPITAL,2181,2364,183,True
2025-09,2025-10,NVC40,WOODTHORPE HOSPITAL,3647,3966,319,True
2025-09,2025-10,NVC44,THE WESTBOURNE CENTRE,3407,3501,94,True
2025-09,2025-10,NVL,DMC DERMATOLOGY,238,0,-238,False
2025-09,2025-10,NVM,EPSOMEDICAL GROUP,2989,3187,198,True
2025-09,2025-10,NWF01,BENENDEN HOSPITAL,1511,1577,66,True
2025-09,2025-10,NWV01,COHESE HEALTHCARE,550,715,165,True
2025-09,2025-10,NX5,ANGLIA COMMUNITY EYE SERVICE LTD,2058,2055,-3,True
2025-09,2025-10,NXM01,THE HORDER CENTRE - ST JOHNS ROAD,1118,1214,96,True
2025-09,2025-10,NXP,INDEPENDENT HEALTH GROUP,1027,1042,15,True
2025-09,2025-10,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,17681,17270,-411,True
2025-09,2025-10,NYR,CORA HEALTH DIAGNOSTICS (FORMERLY HEALTHSHARE DIAGNOSTICS),2464,2529,65,True
2025-09,2025-10,O1P6X,SPAMEDICA OLDHAM,344,353,9,True
2025-09,2025-10,O5Y9D,SPAMEDICA OXFORD,196,212,16,True
2025-09,2025-10,O6X7Z,SPAMEDICA CAMBRIDGE,279,206,-73,True
2025-09,2025-10,P0C3F,SPAMEDICA LEEDS,147,187,40,True
2025-09,2025-10,P1B7M,SPAMEDICA BRISTOL,101,128,27,True
2025-09,2025-10,P5Y6K,NEWMEDICA - SHREWSBURY,321,451,130,True
2025-09,2025-10,Q1W6P,SPAMEDICA WATFORD,190,176,-14,True
2025-09,2025-10,Q2Y5H,OVIVA UK LTD,18233,15553,-2680,True
2025-09,2025-10,Q8X0X,SPAMEDICA ISLE OF WIGHT COMMUNITY DIAGNOSTIC & TREATMENT CENTRE,53,37,-16,True
2025-09,2025-10,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,185690,183865,-1825,True
2025-09,2025-10,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,58707,58689,-18,True
2025-09,2025-10,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,62683,65090,2407,True
2025-09,2025-10,R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,925,903,-22,True
2025-09,2025-10,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,91,90,-1,True
2025-09,2025-10,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,7845,7863,18,True
2025-09,2025-10,R1F,ISLE OF WIGHT NHS TRUST,13738,13961,223,True
2025-09,2025-10,R1G7E,SPAMEDICA KENDAL,208,256,48,True
2025-09,2025-10,R1H,BARTS HEALTH NHS TRUST,133434,132811,-623,True
2025-09,2025-10,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,86136,85582,-554,True
2025-09,2025-10,R5J3Z,BORDER HEALTH ALLIANCE LIMITED,478,602,124,True
2025-09,2025-10,R7W2O,NEWCASTLE NEWMEDICA LTD,730,828,98,True
2025-09,2025-10,RA2,ROYAL SURREY NHS FOUNDATION TRUST,29697,29535,-162,True
2025-09,2025-10,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,53657,52496,-1161,True
2025-09,2025-10,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,32106,31775,-331,True
2025-09,2025-10,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,33405,32204,-1201,True
2025-09,2025-10,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,178849,181077,2228,True
2025-09,2025-10,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,137161,137088,-73,True
2025-09,2025-10,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,9052,9060,8,True
2025-09,2025-10,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,36914,35752,-1162,True
2025-09,2025-10,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,43891,45214,1323,True
2025-09,2025-10,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,21410,21238,-172,True
2025-09,2025-10,RBK,WALSALL HEALTHCARE NHS TRUST,29431,30387,956,True
2025-09,2025-10,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,48195,49453,1258,True
2025-09,2025-10,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,76984,76480,-504,True
2025-09,2025-10,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,4876,4902,26,True
2025-09,2025-10,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,17469,17490,21,True
2025-09,2025-10,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,43704,43202,-502,True
2025-09,2025-10,RBV,THE CHRISTIE NHS FOUNDATION TRUST,2786,3652,866,True
2025-09,2025-10,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,85869,87558,1689,True
2025-09,2025-10,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,57445,58724,1279,True
2025-09,2025-10,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,20364,19492,-872,True
2025-09,2025-10,RCF,AIREDALE NHS FOUNDATION TRUST,13819,14098,279,True
2025-09,2025-10,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,11707,11561,-146,True
2025-09,2025-10,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",28052,27123,-929,True
2025-09,2025-10,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,38517,38848,331,True
2025-09,2025-10,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,35578,35155,-423,True
2025-09,2025-10,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,93049,97619,4570,True
2025-09,2025-10,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,14237,14148,-89,True
2025-09,2025-10,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,70234,68992,-1242,True
2025-09,2025-10,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,40486,40742,256,True
2025-09,2025-10,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,65581,65325,-256,True
2025-09,2025-10,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,940,988,48,True
2025-09,2025-10,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,17035,15337,-1698,True
2025-09,2025-10,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,14533,14299,-234,True
2025-09,2025-10,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",60522,58662,-1860,True
2025-09,2025-10,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,25053,24972,-81,True
2025-09,2025-10,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,31179,31161,-18,True
2025-09,2025-10,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,32040,31295,-745,True
2025-09,2025-10,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,6080,5893,-187,True
2025-09,2025-10,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,78086,78398,312,True
2025-09,2025-10,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,34827,34399,-428,True
2025-09,2025-10,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,32624,33196,572,True
2025-09,2025-10,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,66369,65444,-925,True
2025-09,2025-10,RH5,SOMERSET NHS FOUNDATION TRUST,57917,58051,134,True
2025-09,2025-10,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,74220,73730,-490,True
2025-09,2025-10,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,63157,63957,800,True
2025-09,2025-10,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,59196,58617,-579,True
2025-09,2025-10,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,34512,35561,1049,True
2025-09,2025-10,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,110802,110452,-350,True
2025-09,2025-10,RJ2,LEWISHAM AND GREENWICH NHS TRUST,54488,55958,1470,True
2025-09,2025-10,RJ6,CROYDON HEALTH SERVICES NHS TRUST,36820,37105,285,True
2025-09,2025-10,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,70382,69198,-1184,True
2025-09,2025-10,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,539,685,146,True
2025-09,2025-10,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,32630,32354,-276,True
2025-09,2025-10,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,65281,65758,477,True
2025-09,2025-10,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,40146,40156,10,True
2025-09,2025-10,RJN,EAST CHESHIRE NHS TRUST,19328,20773,1445,True
2025-09,2025-10,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,34103,33262,-841,True
2025-09,2025-10,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,81224,84565,3341,True
2025-09,2025-10,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,36372,36255,-117,True
2025-09,2025-10,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,48731,49238,507,True
2025-09,2025-10,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,74523,73518,-1005,True
2025-09,2025-10,RKE,WHITTINGTON HEALTH NHS TRUST,27050,26699,-351,True
2025-09,2025-10,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,17085,17391,306,True
2025-09,2025-10,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,75065,76656,1591,True
2025-09,2025-10,RLQ,WYE VALLEY NHS TRUST,22595,22403,-192,True
2025-09,2025-10,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,20438,20058,-380,True
2025-09,2025-10,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,83312,82707,-605,True
2025-09,2025-10,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,140404,140935,531,True
2025-09,2025-10,RMC,BOLTON NHS FOUNDATION TRUST,37555,37366,-189,True
2025-09,2025-10,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,17273,17116,-157,True
2025-09,2025-10,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,40631,41602,971,True
2025-09,2025-10,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,50640,50714,74,True
2025-09,2025-10,RN7,DARTFORD AND GRAVESHAM NHS TRUST,31978,31447,-531,True
2025-09,2025-10,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,46768,46899,131,True
2025-09,2025-10,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,39132,39432,300,True
2025-09,2025-10,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,25262,25433,171,True
2025-09,2025-10,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,44903,43949,-954,True
2025-09,2025-10,RNZ,SALISBURY NHS FOUNDATION TRUST,30147,29121,-1026,True
2025-09,2025-10,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,7950,7746,-204,True
2025-09,2025-10,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,56364,55898,-466,True
2025-09,2025-10,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34148,34839,691,True
2025-09,2025-10,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,40,34,-6,True
2025-09,2025-10,RPA,MEDWAY NHS FOUNDATION TRUST,39089,38102,-987,True
2025-09,2025-10,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,19767,19807,40,True
2025-09,2025-10,RPG,OXLEAS NHS FOUNDATION TRUST,1449,1238,-211,True
2025-09,2025-10,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,1911,1968,57,True
2025-09,2025-10,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,24432,23294,-1138,True
2025-09,2025-10,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,75260,75930,670,True
2025-09,2025-10,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,43440,42194,-1246,True
2025-09,2025-10,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,33155,30726,-2429,True
2025-09,2025-10,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,13399,13225,-174,True
2025-09,2025-10,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,87646,87762,116,True
2025-09,2025-10,RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,7517,7812,295,True
2025-09,2025-10,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",48473,48514,41,True
2025-09,2025-10,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,13351,13452,101,True
2025-09,2025-10,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,97570,95805,-1765,True
2025-09,2025-10,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,72763,71963,-800,True
2025-09,2025-10,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,13,275,262,True
2025-09,2025-10,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,87519,89175,1656,True
2025-09,2025-10,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,63422,62288,-1134,True
2025-09,2025-10,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,35404,35028,-376,True
2025-09,2025-10,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,94828,95954,1126,True
2025-09,2025-10,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,85326,84361,-965,True
2025-09,2025-10,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,55841,54378,-1463,True
2025-09,2025-10,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,46037,45791,-246,True
2025-09,2025-10,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,56433,56596,163,True
2025-09,2025-10,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,34049,34026,-23,True
2025-09,2025-10,RVJ,NORTH BRISTOL NHS TRUST,44058,43546,-512,True
2025-09,2025-10,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,58636,57873,-763,True
2025-09,2025-10,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,78901,78432,-469,True
2025-09,2025-10,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,21490,22291,801,True
2025-09,2025-10,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,3983,4066,83,True
2025-09,2025-10,RW4,MERSEY CARE NHS FOUNDATION TRUST,44,47,3,True
2025-09,2025-10,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,2513,2927,414,True
2025-09,2025-10,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,80583,81279,696,True
2025-09,2025-10,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,68719,68805,86,True
2025-09,2025-10,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,109211,109389,178,True
2025-09,2025-10,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,48693,49853,1160,True
2025-09,2025-10,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,46595,46492,-103,True
2025-09,2025-10,RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,50992,52299,1307,True
2025-09,2025-10,RWJ,STOCKPORT NHS FOUNDATION TRUST,34954,35049,95,True
2025-09,2025-10,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,57352,58054,702,True
2025-09,2025-10,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,32461,32732,271,True
2025-09,2025-10,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,77,85,8,True
2025-09,2025-10,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,36943,35937,-1006,True
2025-09,2025-10,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,85251,88132,2881,True
2025-09,2025-10,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",162,158,-4,True
2025-09,2025-10,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,61334,61542,208,True
2025-09,2025-10,RXF,MID YORKSHIRE TEACHING NHS TRUST,57148,56456,-692,True
2025-09,2025-10,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,4685,4780,95,True
2025-09,2025-10,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,66524,64755,-1769,True
2025-09,2025-10,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,42630,43530,900,True
2025-09,2025-10,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,65322,64304,-1018,True
2025-09,2025-10,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,42310,42287,-23,True
2025-09,2025-10,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,48888,48284,-604,True
2025-09,2025-10,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,55623,54296,-1327,True
2025-09,2025-10,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,31652,32263,611,True
2025-09,2025-10,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,91255,90174,-1081,True
2025-09,2025-10,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,113252,116138,2886,True
